PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;D;V;FUENTE_ARCHIVO
28;79;11;20;28079011_20_59;2025;9;24;1.7;V;datos25.csv
28;79;11;30;28079011_30_59;2025;9;24;0.2;V;datos25.csv
28;79;11;35;28079011_35_59;2025;9;24;0.1;V;datos25.csv
28;79;11;7;28079011_7_8;2025;9;24;3.0;V;datos25.csv
28;79;11;8;28079011_8_8;2025;9;24;20.0;V;datos25.csv
28;79;16;12;28079016_12_8;2025;9;24;18.0;V;datos25.csv
28;79;16;14;28079016_14_6;2025;9;24;61.0;V;datos25.csv
28;79;16;7;28079016_7_8;2025;9;24;1.0;V;datos25.csv
28;79;16;8;28079016_8_8;2025;9;24;17.0;V;datos25.csv
28;79;17;12;28079017_12_8;2025;9;24;37.0;V;datos25.csv
28;79;17;14;28079017_14_6;2025;9;24;59.0;V;datos25.csv
28;79;17;7;28079017_7_8;2025;9;24;9.0;V;datos25.csv
28;79;17;8;28079017_8_8;2025;9;24;23.0;V;datos25.csv
28;79;18;10;28079018_10_47;2025;9;24;28.0;V;datos25.csv
28;79;18;12;28079018_12_8;2025;9;24;22.0;V;datos25.csv
28;79;18;14;28079018_14_6;2025;9;24;63.0;V;datos25.csv
28;79;18;20;28079018_20_59;2025;9;24;1.9;V;datos25.csv
28;79;18;30;28079018_30_59;2025;9;24;0.2;V;datos25.csv
28;79;18;35;28079018_35_59;2025;9;24;0.1;V;datos25.csv
28;79;18;7;28079018_7_8;2025;9;24;1.0;V;datos25.csv
28;79;18;8;28079018_8_8;2025;9;24;20.0;V;datos25.csv
28;79;24;10;28079024_10_47;2025;9;24;8.0;V;datos25.csv
28;79;24;12;28079024_12_8;2025;9;24;15.0;V;datos25.csv
28;79;24;14;28079024_14_6;2025;9;24;71.0;V;datos25.csv
28;79;24;7;28079024_7_8;2025;9;24;2.0;V;datos25.csv
28;79;24;8;28079024_8_8;2025;9;24;12.0;V;datos25.csv
28;79;24;9;28079024_9_47;2025;9;24;4.0;V;datos25.csv
28;79;27;12;28079027_12_8;2025;9;24;25.0;V;datos25.csv
28;79;27;14;28079027_14_6;2025;9;24;61.0;V;datos25.csv
28;79;27;7;28079027_7_8;2025;9;24;3.0;V;datos25.csv
28;79;27;8;28079027_8_8;2025;9;24;20.0;V;datos25.csv
28;79;35;1;28079035_1_38;2025;9;24;4.0;V;datos25.csv
28;79;35;12;28079035_12_8;2025;9;24;24.0;V;datos25.csv
28;79;35;14;28079035_14_6;2025;9;24;67.0;V;datos25.csv
28;79;35;6;28079035_6_48;2025;9;24;0.3;V;datos25.csv
28;79;35;7;28079035_7_8;2025;9;24;4.0;V;datos25.csv
28;79;35;8;28079035_8_8;2025;9;24;19.0;V;datos25.csv
28;79;36;1;28079036_1_38;2025;9;24;6.0;V;datos25.csv
28;79;36;10;28079036_10_47;2025;9;24;12.0;V;datos25.csv
28;79;36;12;28079036_12_8;2025;9;24;20.0;V;datos25.csv
28;79;36;7;28079036_7_8;2025;9;24;2.0;V;datos25.csv
28;79;36;8;28079036_8_8;2025;9;24;17.0;V;datos25.csv
28;79;38;10;28079038_10_47;2025;9;24;11.0;V;datos25.csv
28;79;38;12;28079038_12_8;2025;9;24;29.0;V;datos25.csv
28;79;38;20;28079038_20_59;2025;9;24;1.9;V;datos25.csv
28;79;38;30;28079038_30_59;2025;9;24;0.3;V;datos25.csv
28;79;38;35;28079038_35_59;2025;9;24;0.3;V;datos25.csv
28;79;38;7;28079038_7_8;2025;9;24;6.0;V;datos25.csv
28;79;38;8;28079038_8_8;2025;9;24;20.0;V;datos25.csv
28;79;38;9;28079038_9_47;2025;9;24;5.0;V;datos25.csv
28;79;39;12;28079039_12_8;2025;9;24;34.0;V;datos25.csv
28;79;39;14;28079039_14_6;2025;9;24;61.0;V;datos25.csv
28;79;39;7;28079039_7_8;2025;9;24;8.0;V;datos25.csv
28;79;39;8;28079039_8_8;2025;9;24;22.0;V;datos25.csv
28;79;4;10;28079004_10_A;2025;9;24;18.0;V;datos25.csv
28;79;4;12;28079004_12_8;2025;9;24;27.0;V;datos25.csv
28;79;4;6;28079004_6_48;2025;9;24;0.2;V;datos25.csv
28;79;4;7;28079004_7_8;2025;9;24;3.0;V;datos25.csv
28;79;4;8;28079004_8_8;2025;9;24;23.0;V;datos25.csv
28;79;4;9;28079004_9_A;2025;9;24;5.0;V;datos25.csv
28;79;40;10;28079040_10_47;2025;9;24;11.0;V;datos25.csv
28;79;40;12;28079040_12_8;2025;9;24;24.0;V;datos25.csv
28;79;40;7;28079040_7_8;2025;9;24;3.0;V;datos25.csv
28;79;40;8;28079040_8_8;2025;9;24;19.0;V;datos25.csv
28;79;47;10;28079047_10_47;2025;9;24;13.0;V;datos25.csv
28;79;47;12;28079047_12_8;2025;9;24;22.0;V;datos25.csv
28;79;47;7;28079047_7_8;2025;9;24;2.0;V;datos25.csv
28;79;47;8;28079047_8_8;2025;9;24;19.0;V;datos25.csv
28;79;47;9;28079047_9_47;2025;9;24;5.0;V;datos25.csv
28;79;48;10;28079048_10_47;2025;9;24;10.0;V;datos25.csv
28;79;48;12;28079048_12_8;2025;9;24;16.0;V;datos25.csv
28;79;48;7;28079048_7_8;2025;9;24;0.0;V;datos25.csv
28;79;48;8;28079048_8_8;2025;9;24;15.0;V;datos25.csv
28;79;48;9;28079048_9_47;2025;9;24;5.0;V;datos25.csv
28;79;49;12;28079049_12_8;2025;9;24;13.0;V;datos25.csv
28;79;49;14;28079049_14_6;2025;9;24;61.0;V;datos25.csv
28;79;49;7;28079049_7_8;2025;9;24;0.0;V;datos25.csv
28;79;49;8;28079049_8_8;2025;9;24;12.0;V;datos25.csv
28;79;50;10;28079050_10_47;2025;9;24;10.0;V;datos25.csv
28;79;50;12;28079050_12_8;2025;9;24;18.0;V;datos25.csv
28;79;50;7;28079050_7_8;2025;9;24;2.0;V;datos25.csv
28;79;50;8;28079050_8_8;2025;9;24;16.0;V;datos25.csv
28;79;50;9;28079050_9_47;2025;9;24;4.0;V;datos25.csv
28;79;54;10;28079054_10_A;2025;9;24;21.0;V;datos25.csv
28;79;54;12;28079054_12_8;2025;9;24;33.0;V;datos25.csv
28;79;54;14;28079054_14_6;2025;9;24;58.0;V;datos25.csv
28;79;54;7;28079054_7_8;2025;9;24;6.0;V;datos25.csv
28;79;54;8;28079054_8_8;2025;9;24;25.0;V;datos25.csv
28;79;54;9;28079054_9_A;2025;9;24;6.0;V;datos25.csv
28;79;56;10;28079056_10_47;2025;9;24;13.0;V;datos25.csv
28;79;56;12;28079056_12_8;2025;9;24;50.0;V;datos25.csv
28;79;56;6;28079056_6_48;2025;9;24;0.2;V;datos25.csv
28;79;56;7;28079056_7_8;2025;9;24;13.0;V;datos25.csv
28;79;56;8;28079056_8_8;2025;9;24;31.0;V;datos25.csv
28;79;56;9;28079056_9_47;2025;9;24;4.0;V;datos25.csv
28;79;57;10;28079057_10_47;2025;9;24;10.0;V;datos25.csv
28;79;57;12;28079057_12_8;2025;9;24;15.0;V;datos25.csv
28;79;57;7;28079057_7_8;2025;9;24;2.0;V;datos25.csv
28;79;57;8;28079057_8_8;2025;9;24;12.0;V;datos25.csv
28;79;57;9;28079057_9_A;2025;9;24;5.0;V;datos25.csv
28;79;58;12;28079058_12_8;2025;9;24;11.0;V;datos25.csv
28;79;58;14;28079058_14_6;2025;9;24;62.0;V;datos25.csv
28;79;58;7;28079058_7_8;2025;9;24;1.0;V;datos25.csv
28;79;58;8;28079058_8_8;2025;9;24;9.0;V;datos25.csv
28;79;59;12;28079059_12_8;2025;9;24;11.0;V;datos25.csv
28;79;59;14;28079059_14_6;2025;9;24;69.0;V;datos25.csv
28;79;59;7;28079059_7_8;2025;9;24;1.0;V;datos25.csv
28;79;59;8;28079059_8_8;2025;9;24;10.0;V;datos25.csv
28;79;60;10;28079060_10_47;2025;9;24;9.0;V;datos25.csv
28;79;60;12;28079060_12_8;2025;9;24;15.0;V;datos25.csv
28;79;60;14;28079060_14_6;2025;9;24;68.0;V;datos25.csv
28;79;60;7;28079060_7_8;2025;9;24;1.0;V;datos25.csv
28;79;60;8;28079060_8_8;2025;9;24;13.0;V;datos25.csv
28;79;60;9;28079060_9_A;2025;9;24;3.0;V;datos25.csv
28;79;8;1;28079008_1_38;2025;9;24;1.0;V;datos25.csv
28;79;8;10;28079008_10_47;2025;9;24;16.0;V;datos25.csv
28;79;8;12;28079008_12_8;2025;9;24;22.0;V;datos25.csv
28;79;8;14;28079008_14_6;2025;9;24;61.0;V;datos25.csv
28;79;8;20;28079008_20_59;2025;9;24;3.1;V;datos25.csv
28;79;8;30;28079008_30_59;2025;9;24;0.4;V;datos25.csv
28;79;8;35;28079008_35_59;2025;9;24;0.5;V;datos25.csv
28;79;8;6;28079008_6_48;2025;9;24;0.3;V;datos25.csv
28;79;8;7;28079008_7_8;2025;9;24;2.0;V;datos25.csv
28;79;8;8;28079008_8_8;2025;9;24;19.0;V;datos25.csv
28;79;8;9;28079008_9_47;2025;9;24;6.0;V;datos25.csv
28;79;11;12;28079011_12_8;2025;9;25;33.0;V;datos25.csv
28;79;11;20;28079011_20_59;2025;9;25;2.7;V;datos25.csv
28;79;11;30;28079011_30_59;2025;9;25;0.3;V;datos25.csv
28;79;11;35;28079011_35_59;2025;9;25;0.3;V;datos25.csv
28;79;11;7;28079011_7_8;2025;9;25;4.0;V;datos25.csv
28;79;11;8;28079011_8_8;2025;9;25;26.0;V;datos25.csv
28;79;16;12;28079016_12_8;2025;9;25;31.0;V;datos25.csv
28;79;16;14;28079016_14_6;2025;9;25;58.0;V;datos25.csv
28;79;16;7;28079016_7_8;2025;9;25;2.0;V;datos25.csv
28;79;16;8;28079016_8_8;2025;9;25;27.0;V;datos25.csv
28;79;17;12;28079017_12_8;2025;9;25;55.0;V;datos25.csv
28;79;17;14;28079017_14_6;2025;9;25;51.0;V;datos25.csv
28;79;17;7;28079017_7_8;2025;9;25;14.0;V;datos25.csv
28;79;17;8;28079017_8_8;2025;9;25;33.0;V;datos25.csv
28;79;18;10;28079018_10_47;2025;9;25;31.0;V;datos25.csv
28;79;18;12;28079018_12_8;2025;9;25;27.0;V;datos25.csv
28;79;18;14;28079018_14_6;2025;9;25;60.0;V;datos25.csv
28;79;18;20;28079018_20_59;2025;9;25;2.7;V;datos25.csv
28;79;18;30;28079018_30_59;2025;9;25;0.3;V;datos25.csv
28;79;18;35;28079018_35_59;2025;9;25;0.3;V;datos25.csv
28;79;18;7;28079018_7_8;2025;9;25;1.0;V;datos25.csv
28;79;18;8;28079018_8_8;2025;9;25;25.0;V;datos25.csv
28;79;24;10;28079024_10_47;2025;9;25;13.0;V;datos25.csv
28;79;24;12;28079024_12_8;2025;9;25;16.0;V;datos25.csv
28;79;24;14;28079024_14_6;2025;9;25;75.0;V;datos25.csv
28;79;24;7;28079024_7_8;2025;9;25;2.0;V;datos25.csv
28;79;24;8;28079024_8_8;2025;9;25;13.0;V;datos25.csv
28;79;24;9;28079024_9_47;2025;9;25;5.0;V;datos25.csv
28;79;27;12;28079027_12_8;2025;9;25;47.0;V;datos25.csv
28;79;27;14;28079027_14_6;2025;9;25;54.0;V;datos25.csv
28;79;27;7;28079027_7_8;2025;9;25;7.0;V;datos25.csv
28;79;27;8;28079027_8_8;2025;9;25;37.0;V;datos25.csv
28;79;35;1;28079035_1_38;2025;9;25;4.0;V;datos25.csv
28;79;35;12;28079035_12_8;2025;9;25;26.0;V;datos25.csv
28;79;35;14;28079035_14_6;2025;9;25;70.0;V;datos25.csv
28;79;35;6;28079035_6_48;2025;9;25;0.3;V;datos25.csv
28;79;35;7;28079035_7_8;2025;9;25;4.0;V;datos25.csv
28;79;35;8;28079035_8_8;2025;9;25;20.0;V;datos25.csv
28;79;36;1;28079036_1_38;2025;9;25;6.0;V;datos25.csv
28;79;36;10;28079036_10_47;2025;9;25;14.0;V;datos25.csv
28;79;36;12;28079036_12_8;2025;9;25;28.0;V;datos25.csv
28;79;36;7;28079036_7_8;2025;9;25;2.0;V;datos25.csv
28;79;36;8;28079036_8_8;2025;9;25;24.0;V;datos25.csv
28;79;38;10;28079038_10_47;2025;9;25;15.0;V;datos25.csv
28;79;38;12;28079038_12_8;2025;9;25;30.0;V;datos25.csv
28;79;38;20;28079038_20_59;2025;9;25;2.4;V;datos25.csv
28;79;38;30;28079038_30_59;2025;9;25;0.4;V;datos25.csv
28;79;38;35;28079038_35_59;2025;9;25;0.3;V;datos25.csv
28;79;38;7;28079038_7_8;2025;9;25;7.0;V;datos25.csv
28;79;38;8;28079038_8_8;2025;9;25;20.0;V;datos25.csv
28;79;38;9;28079038_9_47;2025;9;25;7.0;V;datos25.csv
28;79;39;12;28079039_12_8;2025;9;25;24.0;V;datos25.csv
28;79;39;14;28079039_14_6;2025;9;25;66.0;V;datos25.csv
28;79;39;7;28079039_7_8;2025;9;25;2.0;V;datos25.csv
28;79;39;8;28079039_8_8;2025;9;25;22.0;V;datos25.csv
28;79;4;10;28079004_10_A;2025;9;25;19.0;V;datos25.csv
28;79;4;12;28079004_12_8;2025;9;25;31.0;V;datos25.csv
28;79;4;6;28079004_6_48;2025;9;25;0.2;V;datos25.csv
28;79;4;7;28079004_7_8;2025;9;25;3.0;V;datos25.csv
28;79;4;8;28079004_8_8;2025;9;25;26.0;V;datos25.csv
28;79;4;9;28079004_9_A;2025;9;25;5.0;V;datos25.csv
28;79;40;10;28079040_10_47;2025;9;25;16.0;V;datos25.csv
28;79;40;12;28079040_12_8;2025;9;25;32.0;V;datos25.csv
28;79;40;7;28079040_7_8;2025;9;25;4.0;V;datos25.csv
28;79;40;8;28079040_8_8;2025;9;25;26.0;V;datos25.csv
28;79;47;10;28079047_10_47;2025;9;25;15.0;V;datos25.csv
28;79;47;12;28079047_12_8;2025;9;25;24.0;V;datos25.csv
28;79;47;7;28079047_7_8;2025;9;25;2.0;V;datos25.csv
28;79;47;8;28079047_8_8;2025;9;25;22.0;V;datos25.csv
28;79;47;9;28079047_9_47;2025;9;25;6.0;V;datos25.csv
28;79;48;10;28079048_10_47;2025;9;25;16.0;V;datos25.csv
28;79;48;12;28079048_12_8;2025;9;25;18.0;V;datos25.csv
28;79;48;7;28079048_7_8;2025;9;25;1.0;V;datos25.csv
28;79;48;8;28079048_8_8;2025;9;25;17.0;V;datos25.csv
28;79;48;9;28079048_9_47;2025;9;25;7.0;V;datos25.csv
28;79;49;12;28079049_12_8;2025;9;25;17.0;V;datos25.csv
28;79;49;14;28079049_14_6;2025;9;25;64.0;V;datos25.csv
28;79;49;7;28079049_7_8;2025;9;25;1.0;V;datos25.csv
28;79;49;8;28079049_8_8;2025;9;25;16.0;V;datos25.csv
28;79;50;10;28079050_10_47;2025;9;25;13.0;V;datos25.csv
28;79;50;12;28079050_12_8;2025;9;25;25.0;V;datos25.csv
28;79;50;7;28079050_7_8;2025;9;25;4.0;V;datos25.csv
28;79;50;8;28079050_8_8;2025;9;25;18.0;V;datos25.csv
28;79;50;9;28079050_9_47;2025;9;25;5.0;V;datos25.csv
28;79;54;10;28079054_10_A;2025;9;25;18.0;V;datos25.csv
28;79;54;12;28079054_12_8;2025;9;25;43.0;V;datos25.csv
28;79;54;14;28079054_14_6;2025;9;25;57.0;V;datos25.csv
28;79;54;7;28079054_7_8;2025;9;25;8.0;V;datos25.csv
28;79;54;8;28079054_8_8;2025;9;25;31.0;V;datos25.csv
28;79;54;9;28079054_9_A;2025;9;25;7.0;V;datos25.csv
28;79;56;10;28079056_10_47;2025;9;25;16.0;V;datos25.csv
28;79;56;12;28079056_12_8;2025;9;25;58.0;V;datos25.csv
28;79;56;6;28079056_6_48;2025;9;25;0.3;V;datos25.csv
28;79;56;7;28079056_7_8;2025;9;25;13.0;V;datos25.csv
28;79;56;8;28079056_8_8;2025;9;25;38.0;V;datos25.csv
28;79;56;9;28079056_9_47;2025;9;25;4.0;V;datos25.csv
28;79;57;10;28079057_10_47;2025;9;25;14.0;V;datos25.csv
28;79;57;12;28079057_12_8;2025;9;25;19.0;V;datos25.csv
28;79;57;7;28079057_7_8;2025;9;25;3.0;V;datos25.csv
28;79;57;8;28079057_8_8;2025;9;25;15.0;V;datos25.csv
28;79;57;9;28079057_9_A;2025;9;25;7.0;V;datos25.csv
28;79;58;12;28079058_12_8;2025;9;25;10.0;V;datos25.csv
28;79;58;14;28079058_14_6;2025;9;25;66.0;V;datos25.csv
28;79;58;7;28079058_7_8;2025;9;25;1.0;V;datos25.csv
28;79;58;8;28079058_8_8;2025;9;25;9.0;V;datos25.csv
28;79;59;12;28079059_12_8;2025;9;25;0.0;N;datos25.csv
28;79;59;14;28079059_14_6;2025;9;25;44.0;V;datos25.csv
28;79;59;7;28079059_7_8;2025;9;25;0.0;N;datos25.csv
28;79;59;8;28079059_8_8;2025;9;25;0.0;N;datos25.csv
28;79;60;10;28079060_10_47;2025;9;25;11.0;V;datos25.csv
28;79;60;12;28079060_12_8;2025;9;25;20.0;V;datos25.csv
28;79;60;14;28079060_14_6;2025;9;25;71.0;V;datos25.csv
28;79;60;7;28079060_7_8;2025;9;25;1.0;V;datos25.csv
28;79;60;8;28079060_8_8;2025;9;25;18.0;V;datos25.csv
28;79;60;9;28079060_9_A;2025;9;25;3.0;V;datos25.csv
28;79;8;1;28079008_1_38;2025;9;25;2.0;V;datos25.csv
28;79;8;10;28079008_10_47;2025;9;25;19.0;V;datos25.csv
28;79;8;12;28079008_12_8;2025;9;25;27.0;V;datos25.csv
28;79;8;14;28079008_14_6;2025;9;25;62.0;V;datos25.csv
28;79;8;20;28079008_20_59;2025;9;25;2.8;V;datos25.csv
28;79;8;30;28079008_30_59;2025;9;25;0.5;V;datos25.csv
28;79;8;35;28079008_35_59;2025;9;25;0.6;V;datos25.csv
28;79;8;6;28079008_6_48;2025;9;25;0.3;V;datos25.csv
28;79;8;7;28079008_7_8;2025;9;25;3.0;V;datos25.csv
28;79;8;8;28079008_8_8;2025;9;25;23.0;V;datos25.csv
28;79;8;9;28079008_9_47;2025;9;25;7.0;V;datos25.csv
28;79;11;12;28079011_12_8;2025;9;26;36.0;V;datos25.csv
28;79;11;20;28079011_20_59;2025;9;26;2.9;V;datos25.csv
28;79;11;30;28079011_30_59;2025;9;26;0.3;V;datos25.csv
28;79;11;35;28079011_35_59;2025;9;26;0.5;V;datos25.csv
28;79;11;7;28079011_7_8;2025;9;26;5.0;V;datos25.csv
28;79;11;8;28079011_8_8;2025;9;26;29.0;V;datos25.csv
28;79;16;12;28079016_12_8;2025;9;26;36.0;V;datos25.csv
28;79;16;14;28079016_14_6;2025;9;26;59.0;V;datos25.csv
28;79;16;7;28079016_7_8;2025;9;26;3.0;V;datos25.csv
28;79;16;8;28079016_8_8;2025;9;26;32.0;V;datos25.csv
28;79;17;12;28079017_12_8;2025;9;26;57.0;V;datos25.csv
28;79;17;14;28079017_14_6;2025;9;26;47.0;V;datos25.csv
28;79;17;7;28079017_7_8;2025;9;26;11.0;V;datos25.csv
28;79;17;8;28079017_8_8;2025;9;26;39.0;V;datos25.csv
28;79;18;10;28079018_10_47;2025;9;26;42.0;V;datos25.csv
28;79;18;12;28079018_12_8;2025;9;26;37.0;V;datos25.csv
28;79;18;14;28079018_14_6;2025;9;26;56.0;V;datos25.csv
28;79;18;20;28079018_20_59;2025;9;26;3.1;V;datos25.csv
28;79;18;30;28079018_30_59;2025;9;26;0.4;V;datos25.csv
28;79;18;35;28079018_35_59;2025;9;26;0.5;V;datos25.csv
28;79;18;7;28079018_7_8;2025;9;26;4.0;V;datos25.csv
28;79;18;8;28079018_8_8;2025;9;26;31.0;V;datos25.csv
28;79;24;10;28079024_10_47;2025;9;26;14.0;V;datos25.csv
28;79;24;12;28079024_12_8;2025;9;26;21.0;V;datos25.csv
28;79;24;14;28079024_14_6;2025;9;26;71.0;V;datos25.csv
28;79;24;7;28079024_7_8;2025;9;26;3.0;V;datos25.csv
28;79;24;8;28079024_8_8;2025;9;26;16.0;V;datos25.csv
28;79;24;9;28079024_9_47;2025;9;26;5.0;V;datos25.csv
28;79;27;12;28079027_12_8;2025;9;26;50.0;V;datos25.csv
28;79;27;14;28079027_14_6;2025;9;26;53.0;V;datos25.csv
28;79;27;7;28079027_7_8;2025;9;26;9.0;V;datos25.csv
28;79;27;8;28079027_8_8;2025;9;26;37.0;V;datos25.csv
28;79;35;1;28079035_1_38;2025;9;26;5.0;V;datos25.csv
28;79;35;12;28079035_12_8;2025;9;26;34.0;V;datos25.csv
28;79;35;14;28079035_14_6;2025;9;26;69.0;V;datos25.csv
28;79;35;6;28079035_6_48;2025;9;26;0.3;V;datos25.csv
28;79;35;7;28079035_7_8;2025;9;26;4.0;V;datos25.csv
28;79;35;8;28079035_8_8;2025;9;26;27.0;V;datos25.csv
28;79;36;1;28079036_1_38;2025;9;26;6.0;V;datos25.csv
28;79;36;10;28079036_10_47;2025;9;26;24.0;V;datos25.csv
28;79;36;12;28079036_12_8;2025;9;26;37.0;V;datos25.csv
28;79;36;7;28079036_7_8;2025;9;26;4.0;V;datos25.csv
28;79;36;8;28079036_8_8;2025;9;26;31.0;V;datos25.csv
28;79;38;10;28079038_10_47;2025;9;26;18.0;V;datos25.csv
28;79;38;12;28079038_12_8;2025;9;26;36.0;V;datos25.csv
28;79;38;20;28079038_20_59;2025;9;26;2.7;V;datos25.csv
28;79;38;30;28079038_30_59;2025;9;26;0.4;V;datos25.csv
28;79;38;35;28079038_35_59;2025;9;26;0.4;V;datos25.csv
28;79;38;7;28079038_7_8;2025;9;26;7.0;V;datos25.csv
28;79;38;8;28079038_8_8;2025;9;26;25.0;V;datos25.csv
28;79;38;9;28079038_9_47;2025;9;26;8.0;V;datos25.csv
28;79;39;12;28079039_12_8;2025;9;26;39.0;V;datos25.csv
28;79;39;14;28079039_14_6;2025;9;26;61.0;V;datos25.csv
28;79;39;7;28079039_7_8;2025;9;26;4.0;V;datos25.csv
28;79;39;8;28079039_8_8;2025;9;26;33.0;V;datos25.csv
28;79;4;10;28079004_10_A;2025;9;26;31.0;V;datos25.csv
28;79;4;12;28079004_12_8;2025;9;26;57.0;V;datos25.csv
28;79;4;6;28079004_6_48;2025;9;26;0.3;V;datos25.csv
28;79;4;7;28079004_7_8;2025;9;26;11.0;V;datos25.csv
28;79;4;8;28079004_8_8;2025;9;26;40.0;V;datos25.csv
28;79;4;9;28079004_9_A;2025;9;26;8.0;V;datos25.csv
28;79;40;10;28079040_10_47;2025;9;26;22.0;V;datos25.csv
28;79;40;12;28079040_12_8;2025;9;26;38.0;V;datos25.csv
28;79;40;7;28079040_7_8;2025;9;26;5.0;V;datos25.csv
28;79;40;8;28079040_8_8;2025;9;26;31.0;V;datos25.csv
28;79;47;10;28079047_10_47;2025;9;26;25.0;V;datos25.csv
28;79;47;12;28079047_12_8;2025;9;26;42.0;V;datos25.csv
28;79;47;7;28079047_7_8;2025;9;26;5.0;V;datos25.csv
28;79;47;8;28079047_8_8;2025;9;26;34.0;V;datos25.csv
28;79;47;9;28079047_9_47;2025;9;26;8.0;V;datos25.csv
28;79;48;10;28079048_10_47;2025;9;26;19.0;V;datos25.csv
28;79;48;12;28079048_12_8;2025;9;26;26.0;V;datos25.csv
28;79;48;7;28079048_7_8;2025;9;26;2.0;V;datos25.csv
28;79;48;8;28079048_8_8;2025;9;26;23.0;V;datos25.csv
28;79;48;9;28079048_9_47;2025;9;26;8.0;V;datos25.csv
28;79;49;12;28079049_12_8;2025;9;26;24.0;V;datos25.csv
28;79;49;14;28079049_14_6;2025;9;26;60.0;V;datos25.csv
28;79;49;7;28079049_7_8;2025;9;26;1.0;V;datos25.csv
28;79;49;8;28079049_8_8;2025;9;26;22.0;V;datos25.csv
28;79;50;10;28079050_10_47;2025;9;26;18.0;V;datos25.csv
28;79;50;12;28079050_12_8;2025;9;26;34.0;V;datos25.csv
28;79;50;7;28079050_7_8;2025;9;26;6.0;V;datos25.csv
28;79;50;8;28079050_8_8;2025;9;26;24.0;V;datos25.csv
28;79;50;9;28079050_9_47;2025;9;26;6.0;V;datos25.csv
28;79;54;10;28079054_10_A;2025;9;26;28.0;V;datos25.csv
28;79;54;12;28079054_12_8;2025;9;26;49.0;V;datos25.csv
28;79;54;14;28079054_14_6;2025;9;26;54.0;V;datos25.csv
28;79;54;7;28079054_7_8;2025;9;26;7.0;V;datos25.csv
28;79;54;8;28079054_8_8;2025;9;26;39.0;V;datos25.csv
28;79;54;9;28079054_9_A;2025;9;26;8.0;V;datos25.csv
28;79;56;10;28079056_10_47;2025;9;26;22.0;V;datos25.csv
28;79;56;12;28079056_12_8;2025;9;26;67.0;V;datos25.csv
28;79;56;6;28079056_6_48;2025;9;26;0.3;V;datos25.csv
28;79;56;7;28079056_7_8;2025;9;26;16.0;V;datos25.csv
28;79;56;8;28079056_8_8;2025;9;26;42.0;V;datos25.csv
28;79;56;9;28079056_9_47;2025;9;26;6.0;V;datos25.csv
28;79;57;10;28079057_10_47;2025;9;26;17.0;V;datos25.csv
28;79;57;12;28079057_12_8;2025;9;26;21.0;V;datos25.csv
28;79;57;7;28079057_7_8;2025;9;26;3.0;V;datos25.csv
28;79;57;8;28079057_8_8;2025;9;26;16.0;V;datos25.csv
28;79;57;9;28079057_9_A;2025;9;26;7.0;V;datos25.csv
28;79;58;12;28079058_12_8;2025;9;26;15.0;V;datos25.csv
28;79;58;14;28079058_14_6;2025;9;26;63.0;V;datos25.csv
28;79;58;7;28079058_7_8;2025;9;26;1.0;V;datos25.csv
28;79;58;8;28079058_8_8;2025;9;26;13.0;V;datos25.csv
28;79;59;12;28079059_12_8;2025;9;26;0.0;N;datos25.csv
28;79;59;14;28079059_14_6;2025;9;26;49.0;V;datos25.csv
28;79;59;7;28079059_7_8;2025;9;26;0.0;N;datos25.csv
28;79;59;8;28079059_8_8;2025;9;26;0.0;N;datos25.csv
28;79;60;10;28079060_10_47;2025;9;26;19.0;V;datos25.csv
28;79;60;12;28079060_12_8;2025;9;26;29.0;V;datos25.csv
28;79;60;14;28079060_14_6;2025;9;26;72.0;V;datos25.csv
28;79;60;7;28079060_7_8;2025;9;26;3.0;V;datos25.csv
28;79;60;8;28079060_8_8;2025;9;26;24.0;V;datos25.csv
28;79;60;9;28079060_9_A;2025;9;26;5.0;V;datos25.csv
28;79;8;1;28079008_1_38;2025;9;26;2.0;V;datos25.csv
28;79;8;10;28079008_10_47;2025;9;26;26.0;V;datos25.csv
28;79;8;12;28079008_12_8;2025;9;26;36.0;V;datos25.csv
28;79;8;14;28079008_14_6;2025;9;26;60.0;V;datos25.csv
28;79;8;20;28079008_20_59;2025;9;26;4.5;V;datos25.csv
28;79;8;30;28079008_30_59;2025;9;26;0.5;V;datos25.csv
28;79;8;35;28079008_35_59;2025;9;26;0.7;V;datos25.csv
28;79;8;6;28079008_6_48;2025;9;26;0.4;V;datos25.csv
28;79;8;7;28079008_7_8;2025;9;26;4.0;V;datos25.csv
28;79;8;8;28079008_8_8;2025;9;26;30.0;V;datos25.csv
28;79;8;9;28079008_9_47;2025;9;26;7.0;V;datos25.csv
28;79;11;12;28079011_12_8;2025;9;27;40.0;V;datos25.csv
28;79;11;20;28079011_20_59;2025;9;27;3.2;V;datos25.csv
28;79;11;30;28079011_30_59;2025;9;27;0.4;V;datos25.csv
28;79;11;35;28079011_35_59;2025;9;27;0.5;V;datos25.csv
28;79;11;7;28079011_7_8;2025;9;27;5.0;V;datos25.csv
28;79;11;8;28079011_8_8;2025;9;27;33.0;V;datos25.csv
28;79;16;12;28079016_12_8;2025;9;27;37.0;V;datos25.csv
28;79;16;14;28079016_14_6;2025;9;27;59.0;V;datos25.csv
28;79;16;7;28079016_7_8;2025;9;27;2.0;V;datos25.csv
